"id","geolocation_as_point.lon","geolocation_as_point.lat","acquisitionTime"
"1161716616",7.731893,49.444485,"01:47:29"
"1161716616",7.732548,49.4449,"01:47:34"
"1161716616",7.733067,49.44501,"01:47:39"
"1161716616",7.733445,49.444866,"01:47:44"
"1161716616",7.733667,49.444782,"01:47:44"
"1161716616",7.733798,49.44473,"01:47:49"
"1161716616",7.733873,49.444683,"01:47:59"
"1161716616",7.734452,49.444454,"01:48:04"
"1161716616",7.73528,49.44414,"01:48:09"
"1161716616",7.735765,49.443935,"01:48:14"
"1161716616",7.73606,49.44378,"01:48:14"
"1161716616",7.736607,49.443268,"01:48:19"
"1161716616",7.737035,49.442673,"01:48:24"
"1161716616",7.737302,49.442303,"01:48:29"
"1161716616",7.737302,49.442303,"01:48:29"
"1161716616",7.737693,49.441734,"01:48:34"
"1161716616",7.738082,49.441402,"01:48:39"
"1161716616",7.738418,49.44143,"01:48:44"
"1161716616",7.73889,49.44149,"01:48:44"
"1161716616",7.739418,49.441555,"01:48:49"
"1161716616",7.740518,49.441696,"01:48:54"
"1161716616",7.74104,49.441753,"01:48:59"
"1161716616",7.74156,49.441814,"01:48:59"
"1161716616",7.74229,49.441887,"01:49:04"
"1161716616",7.742967,49.44195,"01:49:09"
"1161716616",7.743748,49.442062,"01:49:14"
"1161716616",7.743748,49.442062,"01:49:14"
"1161716616",7.743993,49.442097,"01:49:19"
"1161716616",7.744305,49.4423,"01:49:24"
"1161716616",7.744112,49.442104,"01:49:29"
"1161716616",7.744112,49.442104,"01:49:29"
"1161716616",7.744296,49.44233,"01:49:39"
"1161716616",7.744112,49.442104,"01:49:44"
"1161716616",7.744112,49.442104,"01:49:44"
"1161716616",7.744112,49.442104,"01:49:59"
"1161716616",7.744275,49.442444,"01:50:04"
"1161716616",7.744247,49.44207,"01:50:09"
"1161716616",7.744517,49.44209,"01:50:14"
"1161716616",7.74477,49.442295,"01:50:19"
"1161716616",7.74493,49.442593,"01:50:24"
"1161716616",7.74509,49.442646,"01:50:29"
"1161716616",7.745273,49.442616,"01:50:29"
"1161716616",7.745412,49.44261,"01:50:34"
"1161716616",7.74556,49.442616,"01:50:39"
"1161716616",7.74556,49.442616,"01:50:44"
"1161716616",7.745687,49.442528,"01:50:59"
"1161716616",7.745687,49.442528,"01:50:59"
"1161716616",7.74479,49.44247,"01:51:14"
"1161716616",7.745712,49.44251,"01:51:29"
